tv_id,symbol,description,exchange,type,quote_currency,typespecs,provider_id,prefix,pro_name,original_name,logo_logoid,logo_logoid2
KUCOIN:SOPHUSDT,SOPHUSDT,Sophon / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCSOPHO,crypto/XTVCUSDT
KUCOIN:BALUSDT,BALUSDT,Balancer / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCBAL,crypto/XTVCUSDT
KUCOIN:QORPOUSDT,QORPOUSDT,QORPO World / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCQORPO,crypto/XTVCUSDT
KUCOIN:TURBOUSDT,TURBOUSDT,Turbo / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCTURBO,crypto/XTVCUSDT
KUCOIN:XEMUSDT,XEMUSDT,NEM / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCXEM,crypto/XTVCUSDT
KUCOIN:AIXBTUSDT,AIXBTUSDT,aixbt by Virtuals / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCAIXBT,crypto/XTVCUSDT
KUCOIN:CHEEMSUSDT,CHEEMSUSDT,Cheems / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCCHEEMSC,crypto/XTVCUSDT
KUCOIN:GARIUSDT,GARIUSDT,Gari Network / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCGARI,crypto/XTVCUSDT
KUCOIN:SXTUSDT,SXTUSDT,Space and Time / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCSXT,crypto/XTVCUSDT
KUCOIN:TENUSDT,TENUSDT,Ten Protocol / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCTENP,crypto/XTVCUSDT
KUCOIN:UPOUSDT,UPOUSDT,UpOnly / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCUPO,crypto/XTVCUSDT
KUCOIN:XNOUSDT,XNOUSDT,Nano / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCXNON,crypto/XTVCUSDT
KUCOIN:CSIXUSDT,CSIXUSDT,Carbon / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCCSIX,crypto/XTVCUSDT
KUCOIN:KONGUSDT,KONGUSDT,CyberKongz / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,,
KUCOIN:NAMUSDT,NAMUSDT,namada / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,,
KUCOIN:ROUTEUSDT,ROUTEUSDT,Route / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCROUTE,crypto/XTVCUSDT
KUCOIN:TRUSTUSDT,TRUSTUSDT,Intuition / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCTRUSTI,crypto/XTVCUSDT
KUCOIN:0GUSDT,0GUSDT,0g / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVC0G,crypto/XTVCUSDT
KUCOIN:BATUSDT,BATUSDT,BAT / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCBAT,crypto/XTVCUSDT
KUCOIN:IAGUSDT,IAGUSDT,IAGON / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCIAG,crypto/XTVCUSDT
KUCOIN:RECALLUSDT,RECALLUSDT,Recall / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCRECALL,crypto/XTVCUSDT
KUCOIN:WINUSDT,WINUSDT,WINk / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCWIN,crypto/XTVCUSDT
KUCOIN:YGGUSDT,YGGUSDT,Yield Guild Games / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCYGG,crypto/XTVCUSDT
KUCOIN:GAMEAIUSDT,GAMEAIUSDT,GAME by Virtuals / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCGAMEBY,crypto/XTVCUSDT
KUCOIN:MEMEFIUSDT,MEMEFIUSDT,MEMEFI / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCMEMEFI2,crypto/XTVCUSDT
KUCOIN:SFIUSDT,SFIUSDT,Singularity Finance / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCSFISI,crypto/XTVCUSDT
KUCOIN:SQDUSDT,SQDUSDT,Subsquid / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCSQD,crypto/XTVCUSDT
KUCOIN:TWTBTC,TWTBTC,Trust Wallet Token / Bitcoin,KuCoin,spot,BTC,crypto,kucoin,KUCOIN,,,crypto/XTVCTWT,crypto/XTVCBTC
KUCOIN:WEMIXUSDT,WEMIXUSDT,Wemix / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCWEMIX,crypto/XTVCUSDT
KUCOIN:KIMAUSDT,KIMAUSDT,KIMA / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCKIMA,crypto/XTVCUSDT
KUCOIN:OBIUSDT,OBIUSDT,Orbofi AI / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCOBI,crypto/XTVCUSDT
KUCOIN:BIRBUSDT,BIRBUSDT,Moonbirds / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,,
KUCOIN:SEEDUSDT,SEEDUSDT,SEED / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCSEED2,crypto/XTVCUSDT
KUCOIN:EPTUSDT,EPTUSDT,Balance / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCEPT,crypto/XTVCUSDT
KUCOIN:ESUSDT,ESUSDT,Eclipse / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCESEC,crypto/XTVCUSDT
KUCOIN:TRVLUSDT,TRVLUSDT,Dtravel / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCTRVL,crypto/XTVCUSDT
KUCOIN:ORDERUSDT,ORDERUSDT,Orderly Network / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCORDER,crypto/XTVCUSDT
KUCOIN:PINUSDT,PINUSDT,PinLink / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCPINL,crypto/XTVCUSDT
KUCOIN:QIUSDT,QIUSDT,BENQI / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCQIBENQI,crypto/XTVCUSDT
KUCOIN:TURBOSUSDT,TURBOSUSDT,Turbos Finance / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCTURBOS,crypto/XTVCUSDT
KUCOIN:CYPRUSDT,CYPRUSDT,Cypher / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCCYPR,crypto/XTVCUSDT
KUCOIN:USUSDT,USUSDT,Talus Network / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCUS,crypto/XTVCUSDT
KUCOIN:ECHOUSDT,ECHOUSDT,Echo / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCECHOP,crypto/XTVCUSDT
KUCOIN:URANUSUSDT,URANUSUSDT,Uranus / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCURANUS,crypto/XTVCUSDT
KUCOIN:ZIGUSDT,ZIGUSDT,ZigCoin / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCZIG,crypto/XTVCUSDT
KUCOIN:ENJUSDT,ENJUSDT,Enjin Coin / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCENJ,crypto/XTVCUSDT
KUCOIN:VSNUSDT,VSNUSDT,Vision / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCVSN,crypto/XTVCUSDT
KUCOIN:BABYUSDT,BABYUSDT,Babylon / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCBABYL,crypto/XTVCUSDT
KUCOIN:BANANAUSDT,BANANAUSDT,Banana / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCBANANAG,crypto/XTVCUSDT
KUCOIN:GOATUSDT,GOATUSDT,Goatseus Maximus / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCGOATSE,crypto/XTVCUSDT
KUCOIN:LOFIUSDT,LOFIUSDT,LOFI / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCLOFI2,crypto/XTVCUSDT
KUCOIN:SKRUSDT,SKRUSDT,Seeker / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,,
KUCOIN:CKBUSDT,CKBUSDT,Nervos Network / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCCKB,crypto/XTVCUSDT
KUCOIN:HAIUSDT,HAIUSDT,Hacken Token / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCHAI,crypto/XTVCUSDT
KUCOIN:ARCSOLUSDT,ARCSOLUSDT,AI Rig Complex / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCARCAIR,crypto/XTVCUSDT
KUCOIN:CROSSUSDT,CROSSUSDT,Cross / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCCROSS,crypto/XTVCUSDT
KUCOIN:OFNUSDT,OFNUSDT,Openfabric AI / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCOFN,crypto/XTVCUSDT
KUCOIN:STGUSDT,STGUSDT,Stargate Finance / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCSTG,crypto/XTVCUSDT
KUCOIN:LRCUSDT,LRCUSDT,LoopringCoin V2 / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCLRC,crypto/XTVCUSDT
KUCOIN:MOCAUSDT,MOCAUSDT,Moca Coin / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCMOCAV,crypto/XTVCUSDT
KUCOIN:RUNWAGOUSDT,RUNWAGOUSDT,Runwago / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCRUNWAGO,crypto/XTVCUSDT
KUCOIN:SXPUSDT,SXPUSDT,Solar / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCSXP,crypto/XTVCUSDT
KUCOIN:NUMIUSDT,NUMIUSDT,NUMINE Token / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCNUMIN,crypto/XTVCUSDT
KUCOIN:U2UUSDT,U2UUSDT,U2U Network / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCU2U,crypto/XTVCUSDT
KUCOIN:AWEUSDT,AWEUSDT,AWE Network / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCAWE,crypto/XTVCUSDT
KUCOIN:ELAUSDT,ELAUSDT,Elastos / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCELA,crypto/XTVCUSDT
KUCOIN:PIGGYUSDT,PIGGYUSDT,Piggycell / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCPIGGYC,crypto/XTVCUSDT
KUCOIN:SYNTUSDT,SYNTUSDT,Synternet Token / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCSYNT,crypto/XTVCUSDT
KUCOIN:BITUSDT,BITUSDT,Bitdealer / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCBITDE,crypto/XTVCUSDT
KUCOIN:DIAUSDT,DIAUSDT,DIA / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCDIA,crypto/XTVCUSDT
KUCOIN:GODSUSDT,GODSUSDT,Gods Unchained / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCGODS,crypto/XTVCUSDT
KUCOIN:NFTUSDT,NFTUSDT,AINFT / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCNFTAPENFT,crypto/XTVCUSDT
KUCOIN:YFIUSDT,YFIUSDT,yearn.finance / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCYFI,crypto/XTVCUSDT
KUCOIN:FIGHTUSDT,FIGHTUSDT,Fight / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,,
KUCOIN:ISLANDUSDT,ISLANDUSDT,ISLAND Token / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCISLAND,crypto/XTVCUSDT
KUCOIN:NMRUSDT,NMRUSDT,Numeraire / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCNMR,crypto/XTVCUSDT
KUCOIN:DSYNCUSDT,DSYNCUSDT,Destra Network / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCDSYNC,crypto/XTVCUSDT
KUCOIN:OPENUSDT,OPENUSDT,Open / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCOPENL,crypto/XTVCUSDT
KUCOIN:POLSUSDT,POLSUSDT,Polkastarter / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCPOLS,crypto/XTVCUSDT
KUCOIN:SWEATUSDT,SWEATUSDT,Sweat Economy / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCSWEAT,crypto/XTVCUSDT
KUCOIN:TAOUSDC,TAOUSDC,Bittensor / USD Coin,KuCoin,spot,USDC,crypto,kucoin,KUCOIN,,,crypto/XTVCTAOB,crypto/XTVCUSDC
KUCOIN:BTGUSDT,BTGUSDT,Bitgold / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCBTGO,crypto/XTVCUSDT
KUCOIN:IDUSDT,IDUSDT,SPACE ID / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCID,crypto/XTVCUSDT
KUCOIN:LVVAUSDT,LVVAUSDT,Levva Protocol / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCLVVA,crypto/XTVCUSDT
KUCOIN:AVAUSDT,AVAUSDT,AVA / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCAVA,crypto/XTVCUSDT
KUCOIN:BAXUSDT,BAXUSDT,BABB / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCBAX,crypto/XTVCUSDT
KUCOIN:CHILLGUYUSDT,CHILLGUYUSDT,Just a chill guy / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCCHILLGUY,crypto/XTVCUSDT
KUCOIN:CHOUSDT,CHOUSDT,choise.com Token / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCCHO,crypto/XTVCUSDT
KUCOIN:SOONUSDT,SOONUSDT,SOON Token / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCSOON2,crypto/XTVCUSDT
KUCOIN:VANRYUSDT,VANRYUSDT,VANRY / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCVANRY,crypto/XTVCUSDT
KUCOIN:CAMPUSDT,CAMPUSDT,Camp Network / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCCAMPN,crypto/XTVCUSDT
KUCOIN:CTAUSDT,CTAUSDT,Cross The Ages / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCCTAC,crypto/XTVCUSDT
KUCOIN:EWTBTC,EWTBTC,Energy Web Token / Bitcoin,KuCoin,spot,BTC,crypto,kucoin,KUCOIN,,,crypto/XTVCEWT,crypto/XTVCBTC
KUCOIN:KARRATUSDT,KARRATUSDT,KarratCoin / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCKARRAT,crypto/XTVCUSDT
KUCOIN:SNEKUSDT,SNEKUSDT,Snek / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCSNEK,crypto/XTVCUSDT
KUCOIN:UUSDT,UUSDT,Union / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCUNION,crypto/XTVCUSDT
KUCOIN:MARS4USDT,MARS4USDT,MARS4 / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCMARS4,crypto/XTVCUSDT
KUCOIN:ICNTUSDT,ICNTUSDT,Impossible Cloud Network Token / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCICNT,crypto/XTVCUSDT
KUCOIN:SPAUSDT,SPAUSDT,Sperax / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCSPA,crypto/XTVCUSDT
KUCOIN:TGTUSDT,TGTUSDT,Tokyo Games Token / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCTGTO,crypto/XTVCUSDT
KUCOIN:BIGTIMEUSDT,BIGTIMEUSDT,Big Time / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCBIGTIME,crypto/XTVCUSDT
KUCOIN:CEREUSDT,CEREUSDT,Cere Network / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCCERE,crypto/XTVCUSDT
KUCOIN:NAVXUSDT,NAVXUSDT,NAVI Protocol / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCNAVX,crypto/XTVCUSDT
KUCOIN:PIPEUSDT,PIPEUSDT,Pipe Network / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCPIPEN,crypto/XTVCUSDT
KUCOIN:SOMIUSDT,SOMIUSDT,Somnia / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCSOMI,crypto/XTVCUSDT
KUCOIN:ARBTC,ARBTC,Arweave / Bitcoin,KuCoin,spot,BTC,crypto,kucoin,KUCOIN,,,crypto/XTVCAR,crypto/XTVCBTC
KUCOIN:FORTUSDT,FORTUSDT,Forta / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCFORT,crypto/XTVCUSDT
KUCOIN:HUMAUSDT,HUMAUSDT,Huma Finance / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCHUMA,crypto/XTVCUSDT
KUCOIN:L3USDT,L3USDT,Layer3 / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCL3L,crypto/XTVCUSDT
KUCOIN:LOGXUSDT,LOGXUSDT,LogX Network / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCLOGX,crypto/XTVCUSDT
KUCOIN:MAIGAUSDT,MAIGAUSDT,MAIGA Token / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCMAIGA,crypto/XTVCUSDT
KUCOIN:QKCUSDT,QKCUSDT,QuarkChain / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCQKC,crypto/XTVCUSDT
KUCOIN:SCORUSDT,SCORUSDT,Scor / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,,
KUCOIN:ARPAUSDT,ARPAUSDT,ARPA Token / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCARPA,crypto/XTVCUSDT
KUCOIN:DATAUSDT,DATAUSDT,Streamr / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCDATA,crypto/XTVCUSDT
KUCOIN:MAJORUSDT,MAJORUSDT,Major / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCMAJOR2,crypto/XTVCUSDT
KUCOIN:SAPIENUSDT,SAPIENUSDT,Sapien / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCSAPIEN,crypto/XTVCUSDT
KUCOIN:TRUFUSDT,TRUFUSDT,TRUF.Network / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCTRUF,crypto/XTVCUSDT
KUCOIN:AVAILUSDT,AVAILUSDT,AVAIL / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCAVAIL,crypto/XTVCUSDT
KUCOIN:BRUSDT,BRUSDT,Bedrock / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCBRBE,crypto/XTVCUSDT
KUCOIN:BTCEUR,BTCEUR,Bitcoin / Euro,KuCoin,spot,EUR,crypto,kucoin,KUCOIN,,,crypto/XTVCBTC,country/EU
KUCOIN:DMAILUSDT,DMAILUSDT,Dmail Network / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCDMAIL,crypto/XTVCUSDT
KUCOIN:MOVEUSDT,MOVEUSDT,Movement / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCMOVEM,crypto/XTVCUSDT
KUCOIN:PIXELUSDT,PIXELUSDT,Pixels / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCPIXELS,crypto/XTVCUSDT
KUCOIN:ZECBTC,ZECBTC,ZEC / Bitcoin,KuCoin,spot,BTC,crypto,kucoin,KUCOIN,,,crypto/XTVCZEC,crypto/XTVCBTC
KUCOIN:AMPUSDT,AMPUSDT,Amp / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCAMP2,crypto/XTVCUSDT
KUCOIN:BOSUSDT,BOSUSDT,BitcoinOS / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCBOSB,crypto/XTVCUSDT
KUCOIN:GIGGLEUSDT,GIGGLEUSDT,Giggle Fund / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCGIGGLEF,crypto/XTVCUSDT
KUCOIN:KLINKUSDT,KLINKUSDT,Klink Finance / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCKLINK,crypto/XTVCUSDT
KUCOIN:LPTUSDT,LPTUSDT,Livepeer / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCLPT,crypto/XTVCUSDT
KUCOIN:BESTUSDT,BESTUSDT,Best Wallet / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCBESTW,crypto/XTVCUSDT
KUCOIN:CARVUSDT,CARVUSDT,CARV / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCCARV,crypto/XTVCUSDT
KUCOIN:HYPERUSDT,HYPERUSDT,Hyperlane / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCHYPERL,crypto/XTVCUSDT
KUCOIN:LITUSDT,LITUSDT,Lighter / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,,
KUCOIN:NSUSDT,NSUSDT,SuiNS / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCNSS,crypto/XTVCUSDT
KUCOIN:SINUSDT,SINUSDT,Sinverse / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCSINSINCITYMETAVERSE,crypto/XTVCUSDT
KUCOIN:TRUUSDT,TRUUSDT,TrueFi / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCTRU,crypto/XTVCUSDT
KUCOIN:YZYUSDT,YZYUSDT,YZY / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCYZYM,crypto/XTVCUSDT
KUCOIN:FURYUSDT,FURYUSDT,Engines of Fury / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCFURY,crypto/XTVCUSDT
KUCOIN:RVNUSDT,RVNUSDT,Ravencoin / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCRVN,crypto/XTVCUSDT
KUCOIN:ALEPHUSDT,ALEPHUSDT,Aleph.im / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCALEPH,crypto/XTVCUSDT
KUCOIN:FORTHUSDT,FORTHUSDT,Ampleforth Governance Token / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCFORTH,crypto/XTVCUSDT
KUCOIN:HSKUSDT,HSKUSDT,HashKey Platform Token / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCHSK,crypto/XTVCUSDT
KUCOIN:SKLUSDT,SKLUSDT,SKALE Network / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCSKL,crypto/XTVCUSDT
KUCOIN:SWFTCUSDT,SWFTCUSDT,SwftCoin / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCSWFTC,crypto/XTVCUSDT
KUCOIN:TFUELUSDT,TFUELUSDT,Theta Fuel / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCTFUEL,crypto/XTVCUSDT
KUCOIN:ULTIMAUSDT,ULTIMAUSDT,Ultima / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCULTIMATO,crypto/XTVCUSDT
KUCOIN:MONIUSDT,MONIUSDT,Monsta Infinite / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCMONI,crypto/XTVCUSDT
KUCOIN:SCPTUSDT,SCPTUSDT,Script Network / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCSCPT,crypto/XTVCUSDT
KUCOIN:TTDUSDT,TTDUSDT,Trade Tide Token / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,,
KUCOIN:CHIRPUSDT,CHIRPUSDT,Chirp / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCCHIRP2,crypto/XTVCUSDT
KUCOIN:CTSIUSDT,CTSIUSDT,Cartesi / Tether,KuCoin,spot,USDT,crypto,kucoin,KUCOIN,,,crypto/XTVCCTSI,crypto/XTVCUSDT
KUCOIN:ORCAUSDT,ORCAUSDT,Orca / Tether,KuCoin,spot,USDT,crypto|defi,kucoin,KUCOIN,,,crypto/XTVCORCAORCA,crypto/XTVCUSDT
